project_id,notification,award,compensation,legal_disputes,possession,rehabilitation,approvals,documentation
PRJ-04920,1,0,0,0,0,0,0,0
PRJ-02905,0,0,0,0,0,0,0,1
PRJ-04148,0,0,0,0,0,1,0,0
PRJ-02204,0,0,0,0,0,0,0,0
PRJ-02052,0,1,0,0,0,0,0,0
PRJ-03416,0,0,0,0,0,1,0,0
PRJ-04192,0,0,0,0,0,0,0,0
PRJ-02077,0,0,1,0,0,0,0,0
PRJ-00125,0,0,0,0,0,0,0,0
PRJ-04711,0,0,0,0,0,0,1,0
PRJ-05000,0,1,1,1,0,0,0,0
PRJ-04560,0,0,0,0,0,0,0,1
PRJ-01543,0,0,0,0,1,0,0,0
PRJ-01967,0,0,1,0,0,0,0,0
PRJ-04758,0,0,0,0,0,1,0,0
PRJ-04238,1,0,0,0,0,0,1,0
PRJ-04912,0,0,0,0,0,0,0,0
PRJ-00046,0,0,0,0,0,1,0,1
PRJ-02266,0,0,0,0,0,0,1,0
PRJ-03538,0,0,0,0,0,0,0,0
PRJ-03568,1,0,0,0,0,0,0,0
PRJ-04073,0,0,0,0,0,0,0,0
PRJ-03871,0,0,0,0,0,0,0,0
PRJ-02200,0,1,0,0,1,0,1,0
PRJ-01084,0,0,1,0,0,0,0,0
PRJ-03868,0,0,0,0,0,0,0,0
PRJ-04002,0,1,1,0,0,0,0,0
PRJ-04722,0,0,0,0,0,0,0,0
PRJ-01411,0,0,0,0,0,0,0,0
PRJ-00115,1,0,0,0,0,0,0,0
PRJ-04353,0,0,1,0,0,0,0,0
PRJ-02366,0,0,0,0,0,0,1,0
PRJ-03667,0,0,0,0,0,0,0,0
PRJ-04338,1,0,0,0,0,0,0,0
PRJ-01711,1,1,0,1,0,0,1,1
PRJ-03678,0,0,0,0,0,0,0,0
PRJ-00643,0,0,0,1,0,0,0,0
PRJ-04225,1,0,0,0,0,0,0,0
PRJ-04217,0,0,0,0,0,0,0,0
PRJ-01105,0,1,0,0,0,0,0,0
PRJ-01970,0,0,0,0,0,0,0,0
PRJ-03763,0,1,1,0,0,0,0,0
PRJ-04558,0,0,0,1,0,0,1,0
PRJ-04186,0,0,1,0,0,0,1,0
PRJ-02873,0,0,0,0,0,0,0,0
PRJ-02293,0,0,0,0,0,0,0,0
PRJ-04894,0,1,0,0,0,0,0,0
PRJ-04803,0,0,0,0,0,0,1,0
PRJ-00144,0,0,0,0,0,0,0,0
PRJ-01599,0,0,1,0,0,0,0,0
PRJ-00026,0,0,1,0,0,0,0,0
PRJ-03427,0,0,0,0,0,0,0,0
PRJ-00585,0,0,0,0,1,0,0,0
PRJ-03615,0,0,0,0,0,1,0,0
PRJ-01532,0,0,0,0,0,0,0,0
PRJ-02728,0,0,0,0,0,0,0,1
PRJ-02894,0,0,0,1,1,1,0,0
PRJ-04118,0,1,0,0,0,0,0,0
PRJ-01803,0,1,0,0,0,0,1,0
PRJ-04510,0,0,0,0,0,0,0,0
PRJ-04938,0,0,0,0,0,0,0,0
PRJ-04688,0,0,0,0,0,1,0,1
PRJ-02528,0,0,0,0,0,0,0,0
PRJ-01692,0,0,0,0,0,0,1,0
PRJ-03154,0,0,0,0,0,0,0,0
PRJ-01755,1,0,0,0,1,0,0,0
PRJ-02010,0,0,0,0,0,1,0,0
PRJ-02828,0,0,0,0,0,0,0,0
PRJ-02269,0,1,1,0,0,0,0,0
PRJ-03186,0,1,1,1,0,0,0,1
PRJ-03735,0,0,1,1,0,1,0,0
PRJ-04581,0,0,0,0,0,0,0,0
PRJ-03924,0,0,0,0,0,0,0,0
PRJ-04781,0,0,0,1,0,0,0,0
PRJ-04996,0,0,0,0,0,0,0,0
PRJ-04267,0,0,0,0,0,0,0,0
PRJ-02359,0,0,1,0,1,0,1,0
PRJ-02211,0,0,0,0,1,0,0,0
PRJ-02353,0,0,0,0,0,0,0,0
PRJ-02286,0,0,0,1,0,0,0,0
PRJ-01604,0,0,0,0,0,0,0,0
PRJ-02907,0,1,0,0,0,1,0,0
PRJ-00033,1,0,1,0,0,0,1,1
PRJ-00538,0,1,0,0,0,0,0,0
PRJ-02760,0,0,0,0,0,0,0,0
PRJ-02411,0,0,0,1,0,0,1,0
PRJ-01462,0,0,0,0,0,0,0,1
PRJ-03965,0,0,1,1,0,0,0,0
PRJ-00087,0,0,0,0,0,0,0,0
PRJ-01715,1,0,0,0,0,0,0,0
PRJ-04045,0,0,0,0,0,0,0,0
PRJ-03131,0,0,0,0,0,0,1,1
PRJ-01013,0,0,1,0,0,0,0,0
PRJ-03779,0,0,0,0,0,0,0,0
PRJ-00434,0,1,1,0,0,0,0,0
PRJ-03039,0,0,0,0,1,1,0,0
PRJ-03221,0,0,0,0,0,0,0,1
PRJ-04120,0,1,0,0,0,0,0,0
PRJ-02898,0,0,0,0,0,0,0,1
PRJ-04017,0,0,0,0,0,0,0,0
PRJ-03129,0,0,0,0,0,0,0,0
PRJ-03209,0,1,1,0,0,0,0,0
PRJ-04198,0,0,1,0,0,0,0,0
PRJ-04429,0,0,0,0,0,0,0,0
PRJ-00433,0,0,0,0,0,1,0,0
PRJ-00886,0,0,0,0,0,0,1,0
PRJ-03511,0,0,0,0,0,1,0,0
PRJ-00710,0,0,0,0,0,1,0,0
PRJ-04312,0,0,0,0,0,1,0,0
PRJ-02804,0,0,1,0,0,0,0,0
PRJ-02387,0,1,1,0,1,0,0,1
PRJ-00695,0,1,0,0,0,0,0,0
PRJ-03254,0,0,0,0,0,0,0,0
PRJ-02101,1,0,1,0,0,0,0,0
PRJ-04777,0,0,0,0,0,0,0,0
PRJ-03553,0,1,1,1,0,1,0,0
PRJ-04319,1,0,0,0,0,0,0,1
PRJ-01904,0,0,0,0,0,0,0,0
PRJ-00438,0,0,0,0,0,0,0,0
PRJ-03800,0,0,0,1,0,0,0,0
PRJ-04321,0,0,0,0,0,0,0,0
PRJ-04882,0,0,1,0,0,1,0,0
PRJ-01816,0,0,0,0,0,0,0,0
PRJ-01308,0,1,0,0,0,1,0,0
PRJ-01011,0,0,0,0,0,0,0,0
PRJ-00953,0,0,0,0,1,0,0,0
PRJ-00465,1,0,0,0,0,0,1,0
PRJ-00183,0,0,0,0,0,0,1,0
PRJ-03857,0,0,0,0,0,0,0,0
PRJ-03604,0,0,0,0,1,1,0,0
PRJ-01063,0,0,0,0,0,0,0,0
PRJ-03008,1,0,0,0,0,0,1,1
PRJ-02771,0,0,0,0,0,0,0,1
PRJ-00641,1,0,0,1,1,1,0,0
PRJ-00505,0,0,1,0,0,0,0,0
PRJ-01202,0,1,0,0,0,0,0,0
PRJ-01728,1,0,0,0,0,0,0,0
PRJ-02926,0,0,0,0,0,1,1,0
PRJ-02193,0,0,1,0,0,0,0,0
PRJ-02231,0,0,0,0,0,0,0,0
PRJ-01930,0,0,0,0,0,0,1,0
PRJ-00334,0,0,0,0,0,0,0,0
PRJ-03161,0,0,1,1,0,0,0,0
PRJ-00579,0,0,0,0,0,0,0,0
PRJ-00037,0,0,0,1,1,0,0,0
PRJ-01103,0,0,0,1,1,0,0,0
PRJ-02403,0,0,0,0,0,0,0,0
PRJ-02671,0,1,0,0,1,1,0,0
PRJ-01735,1,1,1,0,1,0,0,0
PRJ-02934,0,0,0,1,0,0,1,0
PRJ-03629,0,1,0,0,0,0,0,0
PRJ-03646,0,0,0,0,0,0,0,0
PRJ-00616,0,0,0,1,0,0,0,0
PRJ-00736,1,1,0,0,0,1,0,0
PRJ-03718,0,0,0,0,0,1,0,0
PRJ-03759,0,0,0,0,0,0,0,0
PRJ-01380,0,0,0,0,0,0,0,0
PRJ-04755,0,0,0,0,0,0,0,0
PRJ-02917,0,0,0,0,0,1,0,0
PRJ-03032,1,0,1,0,1,0,0,0
PRJ-04672,0,0,0,0,0,0,0,0
PRJ-00356,0,0,0,0,0,1,0,0
PRJ-01667,0,0,0,0,0,0,0,0
PRJ-01706,0,0,0,0,0,0,1,1
PRJ-01663,1,0,0,0,0,1,0,1
PRJ-01716,0,0,0,0,0,0,1,0
PRJ-03275,0,1,0,0,0,0,0,0
PRJ-03252,0,0,0,0,0,1,0,0
PRJ-04562,0,1,0,0,0,0,0,0
PRJ-03520,0,0,0,0,0,0,1,1
PRJ-04714,0,0,0,0,0,0,0,0
PRJ-02958,0,0,0,0,0,0,0,0
PRJ-01563,0,0,0,1,0,0,1,0
PRJ-01410,0,1,0,1,0,0,0,0
PRJ-00337,0,0,0,1,0,0,0,0
PRJ-03033,0,0,0,0,0,0,0,0
PRJ-01160,0,0,0,0,0,0,0,0
PRJ-00854,0,0,0,0,0,0,0,0
PRJ-03425,1,0,0,0,1,0,0,0
PRJ-00118,0,0,0,0,0,0,1,0
PRJ-04632,0,0,0,0,0,0,0,0
PRJ-00511,0,0,1,0,0,1,0,0
PRJ-01252,0,0,0,0,0,0,0,0
PRJ-01826,0,0,0,0,0,0,0,0
PRJ-03715,0,0,0,0,0,0,0,0
PRJ-03768,0,0,1,0,0,0,0,0
PRJ-00948,0,0,1,0,0,1,0,0
PRJ-04127,1,0,0,0,0,0,0,0
PRJ-02374,0,0,0,0,1,0,1,0
PRJ-00724,0,0,0,0,0,0,0,0
PRJ-01528,0,0,0,0,0,0,0,0
PRJ-01029,0,0,0,0,1,0,1,0
PRJ-04795,0,0,0,0,0,0,1,0
PRJ-03042,0,0,0,0,0,1,0,0
PRJ-03346,0,0,1,1,1,1,0,0
PRJ-04767,0,0,0,0,0,0,1,0
PRJ-04973,0,1,0,0,0,0,0,0
PRJ-04587,0,0,0,0,0,1,0,0
PRJ-02541,1,0,0,0,0,0,0,0
PRJ-00426,0,0,0,0,0,0,1,0
PRJ-02317,0,0,0,0,0,0,0,0
PRJ-01886,0,0,0,0,1,0,0,0
PRJ-02754,0,0,0,0,0,0,0,0
PRJ-00022,0,0,1,1,0,0,1,0
PRJ-00716,0,0,0,0,0,0,0,0
PRJ-03755,0,0,0,0,0,0,0,0
PRJ-02338,0,0,0,0,0,1,0,0
PRJ-03937,1,0,1,0,1,0,0,0
PRJ-03469,0,0,1,0,1,0,0,0
PRJ-01184,0,1,0,1,1,0,1,0
PRJ-00464,0,0,0,0,0,0,1,0
PRJ-01976,0,0,0,0,1,0,0,0
PRJ-01869,0,0,1,0,0,0,0,1
PRJ-01265,0,0,0,0,0,0,0,0
PRJ-02492,0,1,0,0,0,0,0,0
PRJ-02844,0,0,0,0,0,0,0,0
PRJ-03328,1,0,1,0,0,0,0,0
PRJ-04451,0,0,0,0,0,0,0,0
PRJ-02435,0,0,0,0,1,1,0,0
PRJ-03547,0,0,0,0,0,0,0,0
PRJ-03162,0,1,1,0,0,0,1,0
PRJ-01118,0,0,0,0,1,0,0,0
PRJ-01508,0,0,0,0,0,0,0,1
PRJ-00273,0,0,0,0,0,0,0,1
PRJ-03816,0,0,1,0,0,0,0,0
PRJ-03875,0,0,0,0,0,0,0,0
PRJ-00864,0,0,0,0,1,0,0,0
PRJ-01815,0,0,1,0,0,0,0,1
PRJ-03165,1,0,1,0,0,0,0,0
PRJ-00652,0,0,0,0,0,0,0,0
PRJ-04239,0,0,1,0,0,1,0,0
PRJ-01988,0,1,0,1,0,0,0,0
PRJ-04130,0,0,0,0,0,1,0,0
PRJ-00374,0,0,0,0,0,0,0,0
PRJ-02866,0,0,0,0,1,1,1,1
PRJ-00548,0,0,1,0,0,0,0,0
PRJ-02260,0,0,1,0,0,0,0,1
PRJ-03156,0,0,0,0,0,0,0,0
PRJ-01466,1,0,0,0,0,0,0,0
PRJ-02106,0,0,0,0,0,0,0,0
PRJ-01501,0,1,1,0,0,0,0,0
PRJ-01538,1,1,1,0,0,0,0,0
PRJ-02289,0,0,0,0,0,0,0,0
PRJ-01259,0,0,0,0,0,0,0,0
PRJ-01084,0,0,0,0,0,1,0,1
PRJ-04389,1,0,0,0,0,0,0,0
PRJ-04552,0,0,0,0,0,0,0,0
PRJ-02351,0,1,0,0,0,0,0,0
PRJ-04629,0,0,1,0,0,0,0,0
PRJ-03093,0,0,1,0,0,0,1,1
PRJ-03010,0,0,0,0,0,0,0,0
PRJ-04957,0,0,0,0,0,0,0,0
PRJ-03713,1,1,0,1,0,0,0,0
PRJ-04437,0,0,0,1,0,1,0,0
PRJ-00745,0,0,0,0,0,0,1,0
PRJ-00305,0,1,0,0,0,0,0,0
PRJ-02693,0,0,0,0,0,0,0,0
PRJ-00619,0,0,0,0,0,1,1,1
PRJ-04895,0,0,1,0,0,0,1,0
PRJ-01145,0,0,0,0,0,0,0,0
PRJ-04577,0,0,0,0,0,0,0,0
PRJ-02401,0,0,0,0,0,0,0,0
PRJ-02819,0,0,1,1,0,0,1,0
PRJ-00035,0,0,0,0,0,0,1,0
PRJ-02567,0,0,0,0,0,0,0,0
PRJ-02177,0,1,1,0,0,0,1,0
PRJ-00474,0,1,0,0,0,0,0,1
PRJ-01283,0,0,0,0,0,1,0,0
PRJ-03161,0,0,0,0,0,0,0,0
PRJ-04826,0,1,0,0,0,0,0,0
PRJ-01316,0,0,1,0,0,1,0,0
PRJ-02585,0,0,0,0,0,0,0,0
PRJ-01625,0,1,0,0,0,0,0,0
PRJ-03509,1,0,0,0,0,1,0,0
PRJ-04374,0,0,0,0,0,0,0,0
PRJ-03032,0,0,0,0,0,0,0,0
PRJ-02769,0,0,0,0,0,0,0,0
PRJ-00093,0,0,0,1,0,0,0,0
PRJ-01939,0,0,1,1,0,1,0,1
PRJ-02008,0,0,0,0,0,0,0,0
PRJ-01728,0,0,0,0,0,0,0,0
PRJ-01327,1,0,0,0,0,0,0,0
PRJ-02822,0,0,0,0,0,0,1,0
PRJ-04076,0,0,0,0,0,1,0,0
PRJ-01742,0,0,1,1,0,0,0,0
PRJ-00927,0,0,0,0,1,0,0,0
PRJ-02859,0,0,0,0,0,0,0,0
PRJ-01119,1,0,0,0,0,0,0,0
PRJ-02913,0,0,0,0,0,0,0,0
PRJ-02064,0,0,0,0,0,0,0,0
PRJ-04551,1,0,0,0,1,0,0,1
PRJ-01035,0,0,0,0,0,0,0,0
PRJ-02844,0,0,1,0,0,0,0,0
PRJ-00039,0,0,0,0,0,1,0,0
PRJ-00084,0,0,1,1,0,0,0,0
PRJ-00285,0,1,0,1,0,0,0,1
PRJ-00496,0,0,0,0,0,0,0,0
PRJ-01332,0,0,1,1,0,1,0,0
PRJ-01491,0,0,0,0,0,0,0,0
PRJ-04869,0,0,1,0,1,0,0,0
PRJ-04884,0,0,0,0,0,0,0,0
PRJ-01585,0,0,0,0,0,0,1,1
PRJ-02470,0,1,0,0,0,0,0,1
PRJ-01007,0,0,0,0,0,0,0,0
PRJ-04468,0,0,0,0,0,0,0,0
PRJ-00113,0,0,0,0,0,0,0,0
PRJ-04986,0,0,1,0,1,0,1,1
PRJ-02856,1,1,0,0,0,0,0,0
PRJ-00818,0,0,0,0,0,0,1,0
PRJ-01336,0,0,0,0,0,0,0,0
PRJ-01120,0,0,0,0,0,0,0,0
PRJ-02291,0,0,1,0,0,0,0,0
PRJ-02210,0,1,0,0,0,1,0,0
PRJ-00336,0,0,1,0,1,0,0,0
PRJ-00068,0,0,0,0,0,1,0,0
PRJ-03627,0,0,0,0,0,0,0,0
PRJ-02867,0,0,0,0,0,0,0,0
PRJ-01429,0,1,0,0,0,1,0,0
PRJ-04236,0,0,0,0,0,0,0,0
PRJ-04698,0,0,0,0,0,0,0,0
PRJ-03200,0,1,0,0,0,0,0,0
PRJ-03174,1,0,0,0,0,0,0,0
PRJ-00671,0,0,1,1,1,0,0,0
PRJ-03613,0,0,0,0,0,0,0,0
PRJ-04462,0,0,0,0,0,0,0,0
PRJ-03657,0,0,0,0,1,0,0,0
PRJ-02351,0,0,0,0,0,0,0,0
PRJ-02909,0,0,0,0,0,0,0,0
PRJ-03239,0,0,0,0,0,0,0,0
PRJ-02084,0,1,0,1,1,0,1,1
PRJ-02447,0,0,0,0,0,0,0,0
PRJ-02699,0,0,1,0,1,0,1,0
